origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
Buprestidae/Capnodis carbonaria 40201cz05.JPG,26,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/26.jpg,Capnodis carbonaria,Capnodis carbonaria,Buprestidae,"",Capnodis,carbonaria,,PA,SY,Syrian Arab Republic,,Adra-Nebek,,Dorsal
Buprestidae/Capnodis carbonaria 40206cz15.jpg,27,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/27.jpg,Capnodis carbonaria,Capnodis carbonaria,Buprestidae,"",Capnodis,carbonaria,,PA,SY,Syrian Arab Republic,,Adra-Nebek,,Lateral
Buprestidae/Capnodis carbonaria 40225cz28.jpg,28,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/28.jpg,Capnodis carbonaria,Capnodis carbonaria,Buprestidae,"",Capnodis,carbonaria,,PA,SY,Syrian Arab Republic,,Adra-Nebek,,Ventral
Buprestidae/Capnodis cariosa 40216cz20.jpg,29,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/29.jpg,Capnodis cariosa,Capnodis cariosa,Buprestidae,"",Capnodis,cariosa,,PA,TR,Turkey,Antalya,Kemer,05/08/1996,Dorsal
Buprestidae/Capnodis cariosa 40221cz24.jpg,30,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/30.jpg,Capnodis cariosa,Capnodis cariosa,Buprestidae,"",Capnodis,cariosa,,PA,TR,Turkey,Antalya,Kemer,05/08/1996,Ventral
Buprestidae/Capnodis cariosa 40256cz60.JPG,31,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/31.jpg,Capnodis cariosa,Capnodis cariosa,Buprestidae,"",Capnodis,cariosa,,PA,TR,Turkey,Hatay,Akbès,,Dorsal
Buprestidae/Capnodis cariosa 40271cz73.jpg,32,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/32.jpg,Capnodis cariosa,Capnodis cariosa,Buprestidae,"",Capnodis,cariosa,,PA,TR,Turkey,Hatay,Akbès,,Ventral
Buprestidae/Capnodis excisa 40261cz65.jpg,33,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/33.jpg,Capnodis excisa,Capnodis excisa,Buprestidae,"",Capnodis,excisa,,PA,TM,Turkmenistan,,Repetek,04/1900,Dorsal
Buprestidae/Capnodis excisa 40274cz76.jpg,34,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/34.jpg,Capnodis excisa,Capnodis excisa,Buprestidae,"",Capnodis,excisa,,PA,TM,Turkmenistan,,Repetek,04/1900,Ventral
Buprestidae/Capnodis milliaris 40266cz70.jpg,35,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/35.jpg,Capnodis milliaris,Capnodis milliaris,Buprestidae,"",Capnodis,milliaris,,PA,SY,Syrian Arab Republic,,Jordan Valley,,Dorsal
Buprestidae/Capnodis milliaris 40277cz80.jpg,36,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/36.jpg,Capnodis milliaris,Capnodis milliaris,Buprestidae,"",Capnodis,milliaris,,PA,SY,Syrian Arab Republic,,Jordan Valley,,Ventral
Buprestidae/Capnodis porosa 40286cz90.JPG,37,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/37.jpg,Capnodis porosa,Capnodis porosa,Buprestidae,"",Capnodis,porosa,,PA,TR,Turkey,Hatay,Akbès,,Dorsal
Buprestidae/Capnodis porosa 40298cz02.JPG,38,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/38.jpg,Capnodis porosa,Capnodis porosa,Buprestidae,"",Capnodis,porosa,,PA,TR,Turkey,Hatay,Akbès,,Ventral
Buprestidae/Chalcotaenia australiasae 42290cz95.jpg,40,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/40.jpg,Chalcotaenia australiasae,Chalcotaenia australiasae,Buprestidae,"",Chalcotaenia,australiasae,,AU,AU,Australia,Western Australia ,Roebourne ,24/02/1947,Dorsal
Buprestidae/Chalcotaenia australiasae 42296cz99.jpg,41,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/41.jpg,Chalcotaenia australiasae,Chalcotaenia australiasae,Buprestidae,"",Chalcotaenia,australiasae,,AU,AU,Australia,Western Australia ,Roebourne ,24/02/1947,Dorsal
Buprestidae/Chrysaspina ducarmei 42061cz63.jpg,42,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/42.jpg,Chrysaspina ducarmei,Chrysaspina ducarmei,Buprestidae,"",Chrysaspina,ducarmei,,AT,CD,"Congo, The Democratic Republic of the",North Kivu ,Beni,04/2006,Ventral
Buprestidae/Chrysaspina ducarmei AT 2064.jpg,43,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/43.jpg,Chrysaspina ducarmei,Chrysaspina ducarmei AT,Buprestidae,"",Chrysaspina,ducarmei,,AT,CD,"Congo, The Democratic Republic of the",North Kivu ,Beni,04/2006,Labels
Buprestidae/Chrysaspina ducarmei AT 42056cz60.jpg,44,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/44.jpg,Chrysaspina ducarmei,Chrysaspina ducarmei AT,Buprestidae,"",Chrysaspina,ducarmei,,AT,CD,"Congo, The Democratic Republic of the",North Kivu ,Beni,04/2006,Dorsal
Buprestidae/Chrysochroa (Demochroa) corberti 39708cz10.jpg,45,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/45.jpg,Chrysochroa corberti,Chrysochroa corberti,Buprestidae,"",Chrysochroa,corberti,,OL,TH,Thailand,Chiang Rai,,06/1991,Dorsal
Buprestidae/Chrysochroa (Demochroa) corberti 39735cz39.jpg,46,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/46.jpg,Chrysochroa corberti,Chrysochroa corberti,Buprestidae,"",Chrysochroa,corberti,,OL,TH,Thailand,Chiang Rai,,06/1991,Lateral
Buprestidae/Chrysochroa (Demochroa) gratiosa 39711cz13.JPG,47,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/47.jpg,Chrysochroa gratiosa,Chrysochroa gratiosa,Buprestidae,"",Chrysochroa,gratiosa,,OL,MY,Malaysia,Perak,,,Dorsal
Buprestidae/Chrysochroa (Demochroa) gratiosa 39740cz45.JPG,48,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/48.jpg,Chrysochroa gratiosa,Chrysochroa gratiosa,Buprestidae,"",Chrysochroa,gratiosa,,OL,MY,Malaysia,Perak,,,Lateral
Buprestidae/Chrysochroa (Demochroa) lacordairei 39714cz16.jpg,49,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/49.jpg,Chrysochroa lacordairei,Chrysochroa lacordairei,Buprestidae,"",Chrysochroa,lacordairei,,OL,ID,Indonesia,Maluku ,Halmahera Island,,Dorsal
Buprestidae/Chrysochroa (Megaloxantha) descarpentriesi 39717cz19.jpg,50,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/50.jpg,Chrysochroa descarpentriesi,Chrysochroa descarpentriesi,Buprestidae,"",Chrysochroa,descarpentriesi,,OL,MY,Malaysia,Pahang ,Cameron Highlands ,,Dorsal
Buprestidae/Chrysochroa (Megaloxantha) descarpentriesi 39720cz22.jpg,51,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/51.jpg,Chrysochroa descarpentriesi,Chrysochroa descarpentriesi,Buprestidae,"",Chrysochroa,descarpentriesi,,OL,MY,Malaysia,Pahang ,Cameron Highlands ,,Lateral
Buprestidae/Chrysochroa (Megaloxantha) descarpentriesi 39732.jpg,52,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/52.jpg,Chrysochroa descarpentriesi,Chrysochroa descarpentriesi,Buprestidae,"",Chrysochroa,descarpentriesi,,OL,MY,Malaysia,Pahang ,Cameron Highlands ,,Ventral
Buprestidae/Chrysochroa (Megaloxantha) hemixantha 39724.jpg,53,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/53.jpg,Chrysochroa hemixantha,Chrysochroa hemixantha,Buprestidae,"",Chrysochroa,hemixantha,,OL,MY,Malaysia,,,,Dorsal
Buprestidae/Chrysochroa (Megaloxantha) hemixantha 39726cz28.jpg,54,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/54.jpg,Chrysochroa hemixantha,Chrysochroa hemixantha,Buprestidae,"",Chrysochroa,hemixantha,,OL,MY,Malaysia,,,,Lateral
Buprestidae/Chrysochroa (Megaloxantha) hemixantha 39729cz31.jpg,55,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/55.jpg,Chrysochroa hemixantha,Chrysochroa hemixantha,Buprestidae,"",Chrysochroa,hemixantha,,OL,MY,Malaysia,,,,Ventral
Buprestidae/Chrysochroa buqueti fruhstorferi 38624cz26.jpg,56,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/56.jpg,Chrysochroa buqueti fruhstorferi,Chrysochroa buqueti fruhstorferi,Buprestidae,"",Chrysochroa,buqueti,fruhstorferi,OL,VN,Vietnam,Lang Son,Thanh Moi ,,Dorsal
Buprestidae/Chrysochroa buqueti hermanni 38621cz23.jpg,57,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/57.jpg,Chrysochroa buqueti hermanni,Chrysochroa buqueti hermanni,Buprestidae,"",Chrysochroa,buqueti,hermanni,OL,VN,Vietnam,Annam,,,Dorsal
Buprestidae/Chrysochroa buqueti mirabilis 38627cz29 copie.jpg,58,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/58.jpg,Chrysochroa buqueti mirabilis,Chrysochroa buqueti mirabilis,Buprestidae,"",Chrysochroa,buqueti,mirabilis,OL,IN,India,Assam,,,Dorsal
Buprestidae/Chrysochroa buqueti rugicollis 38630cz32.jpg,59,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/59.jpg,Chrysochroa buqueti rugicollis,Chrysochroa buqueti rugicollis,Buprestidae,"",Chrysochroa,buqueti,rugicollis,OL,VN,Vietnam,Annam,,,Dorsal
Buprestidae/Chrysochroa caroli 39525cz27.jpg,60,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/60.jpg,Chrysochroa caroli,Chrysochroa caroli,Buprestidae,"",Chrysochroa,caroli,,OL,ID,Indonesia,Java,,,Dorsal
Buprestidae/Chrysochroa catoxantha eburnea  38618cz20.jpg,61,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/61.jpg,Chrysochroa catoxantha eburnea,Chrysochroa catoxantha eburnea,Buprestidae,"",Chrysochroa,catoxantha,eburnea,OL,IN,India,Andaman Islands ,,,Dorsal
Buprestidae/Chrysochroa catoxantha eburnea 38618cz20.jpg,62,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/62.jpg,Chrysochroa catoxantha eburnea,Chrysochroa catoxantha eburnea,Buprestidae,"",Chrysochroa,catoxantha,eburnea,OL,IN,India,Andaman Islands ,,,Dorsal
Buprestidae/Chrysochroa crhysoides 39528cz30.jpg,63,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/63.jpg,Chrysochroa crhysoides,Chrysochroa crhysoides,Buprestidae,"",Chrysochroa,crhysoides,,OL,ID,Indonesia,Sulawesi,,1904,Dorsal
Buprestidae/Chrysochroa cuprascens 39531cz33.jpg,64,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/64.jpg,Chrysochroa cuprascens,Chrysochroa cuprascens,Buprestidae,"",Chrysochroa,cuprascens,,OL,IN,India,Kerala,Mahe ,06/1902,Dorsal
Buprestidae/Chrysochroa ephippigera toulgoeti 39516cz18.jpg,65,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/65.jpg,Chrysochroa ephippigera toulgoeti,Chrysochroa ephippigera toulgoeti,Buprestidae,"",Chrysochroa,ephippigera,toulgoeti,OL,MY,Malaysia,Pahang ,Cameron Highlands ,09/1984,Dorsal
Buprestidae/Chrysochroa ephippigera toulgoeti 39519cz21.jpg,66,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/66.jpg,Chrysochroa ephippigera toulgoeti,Chrysochroa ephippigera toulgoeti,Buprestidae,"",Chrysochroa,ephippigera,toulgoeti,OL,MY,Malaysia,Pahang ,Cameron Highlands ,09/1984,Ventral
Buprestidae/Chrysochroa fulminans chrysina 39537cz39.JPG,67,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/67.jpg,Chrysochroa fulminans chrysina,Chrysochroa fulminans chrysina,Buprestidae,"",Chrysochroa,fulminans,chrysina,OL,PH,Philippines,Mindanao ,,15/06/1915,Dorsal
Buprestidae/Chrysochroa ignita 39534cz36.JPG,68,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/68.jpg,Chrysochroa ignita,Chrysochroa ignita,Buprestidae,"",Chrysochroa,ignita,,OL,LK,Sri Lanka,,,,Dorsal
Buprestidae/Chrysochroa kaupii 39522cz24.jpg,69,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/69.jpg,Chrysochroa kaupii,Chrysochroa kaupii,Buprestidae,"",Chrysochroa,kaupii,,OL,ID,Indonesia,Maluku ,Kamarian (Seram),09/1992,Dorsal
Buprestidae/Chrysochroa kraussei 39640cz42.jpg,70,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/70.jpg,Chrysochroa kraussei,Chrysochroa kraussei,Buprestidae,"",Chrysochroa,kraussei,,OL,PH,Philippines,Romblon,,1987,Ventral
Buprestidae/Chrysochroa kraussei 39643cz47.jpg,71,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/71.jpg,Chrysochroa kraussei,Chrysochroa kraussei,Buprestidae,"",Chrysochroa,kraussei,,OL,PH,Philippines,Romblon,,1987,Dorsal
Buprestidae/Chrysochroa lepida 39688cz91.jpg,72,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/72.jpg,Chrysochroa lepida,Chrysochroa lepida,Buprestidae,"",Chrysochroa,lepida,,AT,NA,Namibia,,Epupa Falls,03/1995,Dorsal
Buprestidae/Chrysochroa lepida 39692cz95.jpg,73,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/73.jpg,Chrysochroa lepida,Chrysochroa lepida,Buprestidae,"",Chrysochroa,lepida,,AT,NA,Namibia,,Epupa Falls,03/1995,Ventral
Buprestidae/Chrysochroa mniszechi viridisplendens 39700cz03.jpg,74,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/74.jpg,Chrysochroa mniszechi viridisplendens,Chrysochroa mniszechi viridisplendens,Buprestidae,"",Chrysochroa,mniszechi,viridisplendens,OL,,,,,,Dorsal
Buprestidae/Chrysochroa purpureiventris 39704cz07.JPG,75,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/75.jpg,Chrysochroa purpureiventris,Chrysochroa purpureiventris,Buprestidae,"",Chrysochroa,purpureiventris,,OL,,,,,,Dorsal
Buprestidae/Chrysochroa sublineata 39696cz99.jpg,76,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/76.jpg,Chrysochroa sublineata,Chrysochroa sublineata,Buprestidae,"",Chrysochroa,sublineata,,OL,IN,India,Rajasthan ,Ajmer,,Dorsal
Buprestidae/Chrysochroa unidentata mutabilis 39649cz53.jpg,77,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/77.jpg,Chrysochroa unidentata mutabilis,Chrysochroa unidentata mutabilis,Buprestidae,"",Chrysochroa,unidentata,mutabilis,OL,IN,India,Rajasthan ,Ajmer,,Dorsal
Buprestidae/Chrysochroa unidentata mutabilis 39654cz59.jpg,78,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/78.jpg,Chrysochroa unidentata mutabilis,Chrysochroa unidentata mutabilis,Buprestidae,"",Chrysochroa,unidentata,mutabilis,OL,IN,India,Rajasthan ,Ajmer,,Ventral
Buprestidae/Chrysochroa vittata 39625cz27.jpg,79,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/79.jpg,Chrysochroa vittata,Chrysochroa vittata,Buprestidae,"",Chrysochroa,vittata,,OL,TH,Thailand,Loei ,Na Haeo,05/05/2001,Dorsal
Buprestidae/Chrysochroa vittata 39628cz30.jpg,80,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/80.jpg,Chrysochroa vittata,Chrysochroa vittata,Buprestidae,"",Chrysochroa,vittata,,OL,TH,Thailand,Loei ,Na Haeo,05/05/2001,Ventral
Buprestidae/Chrysodema lottinii 42280cz84.jpg,81,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/81.jpg,Chrysodema lottinii,Chrysodema lottinii,Buprestidae,"",Chrysodema,lottinii,,AU,PG,Papua New Guinea,,,,Dorsal
Buprestidae/Chrysodema mniszechi 42276cz79.jpg,82,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/82.jpg,Chrysodema mniszechi,Chrysodema mniszechi,Buprestidae,"",Chrysodema,mniszechi,,OL,PH,Philippines,Mindanao ,,,Dorsal
Buprestidae/Chrysodema radians 42271cz75.jpg,83,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/83.jpg,Chrysodema radians,Chrysodema radians,Buprestidae,"",Chrysodema,radians,,OL,,,,,,Dorsal
Buprestidae/Chrysodema smaragdula aurifera 42285cz89.jpg,84,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/84.jpg,Chrysodema smaragdula aurifera,Chrysodema smaragdula aurifera,Buprestidae,"",Chrysodema,smaragdula,aurifera,OL,,Indonesia,Maluku ,Ternate ,,Dorsal
Buprestidae/Colobogaster semisuturalis 42135.jpg,85,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/85.jpg,Colobogaster semisuturalis,Colobogaster semisuturalis,Buprestidae,"",Colobogaster,semisuturalis,,NT,BR,Brazil,Amazonas,,,Ventral
Buprestidae/Conognatha iris 42106.jpg,86,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/86.jpg,Conognatha iris,Conognatha iris,Buprestidae,"",Conognatha,iris,,NT,GF,French Guiana,,Cayenne,,Dorsal
Buprestidae/Conognatha vulnerata 42107cz10.jpg,87,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/87.jpg,Conognatha vulnerata,Conognatha vulnerata,Buprestidae,"",Conognatha,vulnerata,,NT,,,,,,Dorsal
Buprestidae/Curis caloptera 42065cz69.jpg,88,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/88.jpg,Curis caloptera,Curis caloptera,Buprestidae,"",Curis,caloptera,,AU,AU,Australia,New South Wales ,Manly,12/1932,Dorsal
Buprestidae/Curis caloptera 42070cz74.jpg,89,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/89.jpg,Curis caloptera,Curis caloptera,Buprestidae,"",Curis,caloptera,,AU,AU,Australia,New South Wales ,Manly,12/1932,Dorsal
Buprestidae/Curis viridicyanea 42088cz94.jpg,90,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/90.jpg,Curis viridicyanea,Curis viridicyanea,Buprestidae,"",Curis,viridicyanea,,AU,AU,Australia,Queensland ,Millmerran ,,Dorsal
Buprestidae/Curis viridicyanea 42095cz98.jpg,91,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/91.jpg,Curis viridicyanea,Curis viridicyanea,Buprestidae,"",Curis,viridicyanea,,AU,AU,Australia,Queensland ,Millmerran ,,Dorsal
Buprestidae/Curis viridicyanea 42099cz05.jpg,92,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/92.jpg,Curis viridicyanea,Curis viridicyanea,Buprestidae,"",Curis,viridicyanea,,AU,AU,Australia,Queensland ,Millmerran ,,Dorsal
Buprestidae/Cyphogastra albertii 42180cz83.jpg,93,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/93.jpg,Cyphogastra albertii,Cyphogastra albertii,Buprestidae,"",Cyphogastra,albertii,,AU,PG,Papua New Guinea,,,,Dorsal
Buprestidae/Cyphogastra buyri sulcicollis 42184cz88.jpg,94,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/94.jpg,Cyphogastra buyri sulcicollis,Cyphogastra buyri sulcicollis,Buprestidae,"",Cyphogastra,buyri,sulcicollis,AU,ID,Indonesia,Tanimbar Islands ,Saumlaki,,Dorsal
Buprestidae/Cyphogastra callipyga 42189cz92.jpg,95,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/95.jpg,Cyphogastra callipyga,Cyphogastra callipyga,Buprestidae,"",Cyphogastra,callipyga,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
Buprestidae/Cyphogastra farinosa 42193cz97.jpg,96,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/96.jpg,Cyphogastra farinosa,Cyphogastra farinosa,Buprestidae,"",Cyphogastra,farinosa,,OL,ID,Indonesia,Java,Blitar,,Lateral
Buprestidae/Cyphogastra farinosa 42204cz07.jpg,97,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/97.jpg,Cyphogastra farinosa,Cyphogastra farinosa,Buprestidae,"",Cyphogastra,farinosa,,OL,ID,Indonesia,Java,Blitar,,Dorsal
Buprestidae/Cyphogastra javanica 42208cz12.jpg,98,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/98.jpg,Cyphogastra javanica,Cyphogastra javanica,Buprestidae,"",Cyphogastra,javanica,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
Buprestidae/Cyphogastra pistor 42218cz21.jpg,99,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/99.jpg,Cyphogastra pistor,Cyphogastra pistor,Buprestidae,"",Cyphogastra,pistor,,AU,AU,Australia,Western Australia ,Broome,10/02/1947,Dorsal
Buprestidae/Cyphogastra pistor 42222cz25.jpg,100,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/100.jpg,Cyphogastra pistor,Cyphogastra pistor,Buprestidae,"",Cyphogastra,pistor,,AU,AU,Australia,Western Australia ,Broome,10/02/1947,Dorsal
Buprestidae/Cyphogastra vulnerata 42226cz30.jpg,101,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/101.jpg,Cyphogastra vulnerata,Cyphogastra vulnerata,Buprestidae,"",Cyphogastra,vulnerata,,AU,AU,Australia,,,,Dorsal
Buprestidae/Cyphogastra vulnerata 42231cz33.jpg,102,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/102.jpg,Cyphogastra vulnerata,Cyphogastra vulnerata,Buprestidae,"",Cyphogastra,vulnerata,,AU,AU,Australia,,,,Ventral
Buprestidae/Cyphogenia javanica 42213cz17.jpg,103,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/103.jpg,Cyphogenia javanica,Cyphogenia javanica,Buprestidae,"",Cyphogenia,javanica,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
Buprestidae/Cyria australis 42144cz47.jpg,104,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/104.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
Buprestidae/Cyria australis 42148cz50.jpg,105,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/105.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
Buprestidae/Cyria australis 42151cz53.jpg,106,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/106.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
Buprestidae/Cyria australis 42154cz57.jpg,107,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/107.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
Buprestidae/Cyria australis 42161cz63.jpg,108,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/108.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Ventral
Buprestidae/Cyria vittigera 42170cz72.jpg,109,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/109.jpg,Cyria vittigera,Cyria vittigera,Buprestidae,"",Cyria,vittigera,,AU,AU,Australia,Western Australia ,Perth,,Dorsal
Buprestidae/Cyria vittigera 42173cz76.jpg,110,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/110.jpg,Cyria vittigera,Cyria vittigera,Buprestidae,"",Cyria,vittigera,,AU,AU,Australia,Western Australia ,Perth,,Lateral
