unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
1059,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1059.jpg,Sternotomis mirabilis torgavei,Sternotomis mirabilis torgavei,Cerambycidae,Lamiinae,Sternotomis,mirabilis,torgavei,AT,GA,Gabon,Bas-Ogooué ,,,Lateral
1060,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1060.jpg,Sternotomis mirabilis torgavei,Sternotomis mirabilis torgavei,Cerambycidae,Lamiinae,Sternotomis,mirabilis,torgavei,AT,GA,Gabon,Bas-Ogooué ,,,Lateral Head
1061,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1061.jpg,Sternotomis mirabilis torgavei,Sternotomis mirabilis torgavei,Cerambycidae,Lamiinae,Sternotomis,mirabilis,torgavei,AT,GA,Gabon,Bas-Ogooué ,,,Ventral
1062,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1062.jpg,Sternotomis pulchra,Sternotomis pulchra,Cerambycidae,Lamiinae,Sternotomis,pulchra,,AT,NG,Nigeria,New Calabar ,Buguma,,Dorsal
1063,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1063.jpg,Sternotomis pulchra,Sternotomis pulchra,Cerambycidae,Lamiinae,Sternotomis,pulchra,,AT,CD,"Congo, The Democratic Republic of the",,Luluabourg (=Kananga),,Dorsal
1064,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1064.jpg,Sternotomis pulchra,Sternotomis pulchra,Cerambycidae,Lamiinae,Sternotomis,pulchra,,AT,CD,"Congo, The Democratic Republic of the",Bas-Congo ,Boma,,Dorsal
1065,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1065.jpg,Sternotomis pulchra,Sternotomis pulchra,Cerambycidae,Lamiinae,Sternotomis,pulchra,,AT,GN,Guinea,,,,Dorsal
1066,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1066.jpg,Sternotomis pulchra bifasciata,Sternotomis pulchra bifasciata,Cerambycidae,Lamiinae,Sternotomis,pulchra,bifasciata,AT,CD,"Congo, The Democratic Republic of the",,Lubutu,08/10/1929,Dorsal
1067,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1067.jpg,Sternotomis pulchra bifasciata,Sternotomis pulchra bifasciata,Cerambycidae,Lamiinae,Sternotomis,pulchra,bifasciata,AT,CD,"Congo, The Democratic Republic of the",,Lubutu,08/10/1929,Lateral
1068,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1068.jpg,Sternotomis pulchra viridescens,Sternotomis pulchra viridescens,Cerambycidae,Lamiinae,Sternotomis,pulchra,viridescens,AT,CD,"Congo, The Democratic Republic of the",,Pangala,,Dorsal
1069,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1069.jpg,Sternotomis pulchra viridescens,Sternotomis pulchra viridescens,Cerambycidae,Lamiinae,Sternotomis,pulchra,viridescens,AT,CD,"Congo, The Democratic Republic of the",,Pangala,,Lateral
1070,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1070.jpg,Sternotomis pulchra viridescens,Sternotomis pulchra viridescens,Cerambycidae,Lamiinae,Sternotomis,pulchra,viridescens,AT,CD,"Congo, The Democratic Republic of the",,Pangala,,Dorsal
1071,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1071.jpg,Sternotomis pulchra viridescens,Sternotomis pulchra viridescens,Cerambycidae,Lamiinae,Sternotomis,pulchra,viridescens,AT,CD,"Congo, The Democratic Republic of the",,Pangala,,Ventral
1072,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1072.jpg,Sternotomis pupieri,Sternotomis pupieri,Cerambycidae,Lamiinae,Sternotomis,pupieri,,AT,KM,Comoros,Mohéli ,,,Dorsal
1074,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1074.jpg,Sternotomis pupieri,Sternotomis pupieri,Cerambycidae,Lamiinae,Sternotomis,pupieri,,AT,KM,Comoros,Mohéli ,,,Dorsal
1075,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1075.jpg,Sternotomis schoutedeni,Sternotomis schoutedeni,Cerambycidae,Lamiinae,Sternotomis,schoutedeni,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,,Dorsal
1076,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1076.jpg,Sternotomis schoutedeni,Sternotomis schoutedeni,Cerambycidae,Lamiinae,Sternotomis,schoutedeni,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,,Dorsal
1077,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1077.jpg,Sternotomis schoutedeni,Sternotomis schoutedeni,Cerambycidae,Lamiinae,Sternotomis,schoutedeni,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,,Frontal
1078,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1078.jpg,Sternotomis schoutedeni,Sternotomis schoutedeni,Cerambycidae,Lamiinae,Sternotomis,schoutedeni,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,,Ventral
1079,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1079.jpg,Sternotomis strandi,Sternotomis strandi,Cerambycidae,Lamiinae,Sternotomis,strandi,,AT,CD,"Congo, The Democratic Republic of the",,Pangala,,Dorsal
1080,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1080.jpg,Sternotomis strandi,Sternotomis strandi,Cerambycidae,Lamiinae,Sternotomis,strandi,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,02/1931,Dorsal
1081,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1081.jpg,Sternotomis strandi,Sternotomis strandi,Cerambycidae,Lamiinae,Sternotomis,strandi,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,02/1931,Ventral
1082,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1082.jpg,Sternotomis thomsoni,Sternotomis thomsoni,Cerambycidae,Lamiinae,Sternotomis,thomsoni,,AT,YT,Mayotte,,,1884,Dorsal
1083,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1083.jpg,Sternotomis thomsoni,Sternotomis thomsoni,Cerambycidae,Lamiinae,Sternotomis,thomsoni,,AT,YT,Mayotte,,,1884,Dorsal
1085,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1085.jpg,Sternotomis variabilis,Sternotomis variabilis,Cerambycidae,Lamiinae,Sternotomis,variabilis,,AT,CD,"Congo, The Democratic Republic of the",,Kisantu,,Dorsal
1086,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1086.jpg,Sternotomis variabilis,Sternotomis variabilis,Cerambycidae,Lamiinae,Sternotomis,variabilis,,AT,CD,"Congo, The Democratic Republic of the",,Ibembo,15/02/1899,Dorsal
1087,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1087.jpg,Sternotomis variabilis,Sternotomis variabilis,Cerambycidae,Lamiinae,Sternotomis,variabilis,,AT,CD,"Congo, The Democratic Republic of the",,Ibembo,15/02/1899,Lateral
1089,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1089.jpg,Sternotomis variabilis brunnea,Sternotomis variabilis brunnea,Cerambycidae,Lamiinae,Sternotomis,variabilis,brunnea,AT,CD,"Congo, The Democratic Republic of the",,Kisantu,1912,Dorsal
1090,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1090.jpg,Sternotomis variabilis brunnea,Sternotomis variabilis brunnea,Cerambycidae,Lamiinae,Sternotomis,variabilis,brunnea,AT,CD,"Congo, The Democratic Republic of the",Katanga,Bas Lubudi,,Dorsal
1108,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1108.jpg,Taeniotes amazonum,Taeniotes amazonum,Cerambycidae,Lamiinae,Taeniotes,amazonum,,NT,BR,Brazil,Goiás ,,1896,Lateral
1091,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1091.jpg,Sternotomis variabilis brunnea,Sternotomis variabilis brunnea,Cerambycidae,Lamiinae,Sternotomis,variabilis,brunnea,AT,CD,"Congo, The Democratic Republic of the",Katanga,Bas Lubudi,,Ventral
1092,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1092.jpg,Sternotomis variabilis coerulescens,Sternotomis variabilis coerulescens,Cerambycidae,Lamiinae,Sternotomis,variabilis,coerulescens,AT,CD,"Congo, The Democratic Republic of the",,Kalungu,1949,Dorsal
1093,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1093.jpg,Sternotomis variabilis coerulescens,Sternotomis variabilis coerulescens,Cerambycidae,Lamiinae,Sternotomis,variabilis,coerulescens,AT,CD,"Congo, The Democratic Republic of the",,Kalungu,1949,Lateral
1094,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1094.jpg,Sternotomis variabilis coerulescens,Sternotomis variabilis coerulescens,Cerambycidae,Lamiinae,Sternotomis,variabilis,coerulescens,AT,CD,"Congo, The Democratic Republic of the",Équateur ,Wenga-Ifomi,,Dorsal
1095,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1095.jpg,Sternotomis variabilis coerulescens,Sternotomis variabilis coerulescens,Cerambycidae,Lamiinae,Sternotomis,variabilis,coerulescens,AT,CD,"Congo, The Democratic Republic of the",Équateur ,Wenga-Ifomi,,Dorsal
1096,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1096.jpg,Sternotomis variabilis coerulescens,Sternotomis variabilis coerulescens,Cerambycidae,Lamiinae,Sternotomis,variabilis,coerulescens,AT,CD,"Congo, The Democratic Republic of the",Équateur ,Wenga-Ifomi,,Lateral
1097,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1097.jpg,Sternotomis virescens,Sternotomis virescens,Cerambycidae,Lamiinae,Sternotomis,virescens,,AT,CD,"Congo, The Democratic Republic of the",,Lemfu,,Dorsal
1098,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1098.jpg,Sternotomis virescens,Sternotomis virescens,Cerambycidae,Lamiinae,Sternotomis,virescens,,AT,CD,"Congo, The Democratic Republic of the",,"Kolo, 400m",09/1924,Dorsal
1099,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1099.jpg,Sternotomis virescens,Sternotomis virescens,Cerambycidae,Lamiinae,Sternotomis,virescens,,AT,CD,"Congo, The Democratic Republic of the",Uélé,Simba,14/04/1954,Lateral Head
1120,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1120.jpg,Taeniotes insularis,Taeniotes insularis,Cerambycidae,Lamiinae,Taeniotes,insularis,,NT,GP,Guadeloupe,,,,Dorsal
1100,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1100.jpg,Sternotomis viridescens,Sternotomis viridescens,Cerambycidae,Lamiinae,Sternotomis,viridescens,,AT,CD,"Congo, The Democratic Republic of the",Uélé,Simba,14/04/1954,Dorsal
1101,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1101.jpg,Sternotomis viridescens,Sternotomis viridescens,Cerambycidae,Lamiinae,Sternotomis,viridescens,,AT,CD,"Congo, The Democratic Republic of the",Uélé,Simba,14/04/1954,Lateral
1102,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1102.jpg,Sthesiras cylindrator,Sthesiras cylindrator,Cerambycidae,Lamiinae,Sthesiras,cylindrator,,AT,GA,Gabon,Bas-Ogooué ,,,Dorsal
1103,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1103.jpg,Sthesiras franciscanus,Sthesiras franciscanus,Cerambycidae,Lamiinae,Sthesiras,franciscanus,,OL,VN,Vietnam,,,,Dorsal
1104,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1104.jpg,Sthesiras franciscanus,Sthesiras franciscanus,Cerambycidae,Lamiinae,Sthesiras,franciscanus,,OL,VN,Vietnam,,,,Lateral
1105,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1105.jpg,Synaphaeta guexi,Synaphaeta guexi,Cerambycidae,Lamiinae,Synaphaeta,guexi,,NA,US,United States,California,,,Dorsal
1106,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1106.jpg,Taeniotes amazonum,Taeniotes amazonum,Cerambycidae,Lamiinae,Taeniotes,amazonum,,NT,BR,Brazil,Goiás ,,1896,Dorsal
1107,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1107.jpg,Taeniotes amazonum,Taeniotes amazonum,Cerambycidae,Lamiinae,Taeniotes,amazonum,,NT,BR,Brazil,Goiás ,,1896,Dorsal
1109,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1109.jpg,Taeniotes boliviensis,Taeniotes boliviensis,Cerambycidae,Lamiinae,Taeniotes,boliviensis,,NT,PE,Peru,Satipo ,,03/2007,Dorsal
1110,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1110.jpg,Taeniotes boliviensis,Taeniotes boliviensis,Cerambycidae,Lamiinae,Taeniotes,boliviensis,,NT,PE,Peru,Satipo ,,03/2007,Dorsal
1111,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1111.jpg,Taeniotes boliviensis,Taeniotes boliviensis,Cerambycidae,Lamiinae,Taeniotes,boliviensis,,NT,PE,Peru,Satipo ,,03/2007,Lateral
1112,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1112.jpg,Taeniotes boliviensis,Taeniotes boliviensis,Cerambycidae,Lamiinae,Taeniotes,boliviensis,,NT,PE,Peru,Satipo ,,03/2007,Lateral
1113,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1113.jpg,Taeniotes boliviensis,Taeniotes boliviensis,Cerambycidae,Lamiinae,Taeniotes,boliviensis,,NT,PE,Peru,Satipo ,,03/2007,Dorsal
1114,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1114.jpg,Taeniotes farinosus,Taeniotes farinosus,Cerambycidae,Lamiinae,Taeniotes,farinosus,,NT,GF,French Guiana,,Cayenne,,Dorsal
1115,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1115.jpg,Taeniotes farinosus,Taeniotes farinosus,Cerambycidae,Lamiinae,Taeniotes,farinosus,,NT,GF,French Guiana,Bas-Maroni ,,,Dorsal
1116,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1116.jpg,Taeniotes inquinatus,Taeniotes inquinatus,Cerambycidae,Lamiinae,Taeniotes,inquinatus,,NT,EC,Ecuador,,,,Lateral
1117,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1117.jpg,Taeniotes inquinatus,Taeniotes inquinatus,Cerambycidae,Lamiinae,Taeniotes,inquinatus,,NT,EC,Ecuador,,,,Dorsal
1118,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1118.jpg,Taeniotes inquinatus,Taeniotes inquinatus,Cerambycidae,Lamiinae,Taeniotes,inquinatus,,NT,EC,Ecuador,,,,Dorsal
1119,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1119.jpg,Taeniotes inquinatus,Taeniotes inquinatus,Cerambycidae,Lamiinae,Taeniotes,inquinatus,,NT,CO,Colombia,,,,Dorsal
1121,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1121.jpg,Taeniotes insularis,Taeniotes insularis,Cerambycidae,Lamiinae,Taeniotes,insularis,,NT,GP,Guadeloupe,,,,Dorsal
1122,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1122.jpg,Taeniotes insularis,Taeniotes insularis,Cerambycidae,Lamiinae,Taeniotes,insularis,,NT,GP,Guadeloupe,,,,Lateral
1123,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1123.jpg,Taeniotes marmoratus,Taeniotes marmoratus,Cerambycidae,Lamiinae,Taeniotes,marmoratus,,NT,AR,Argentina,Salta,,1905,Dorsal
1124,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1124.jpg,Taeniotes orbignyi,Taeniotes orbignyi,Cerambycidae,Lamiinae,Taeniotes,orbignyi,,NT,BR,Brazil,Amazonas,,1910,Dorsal
1125,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1125.jpg,Taeniotes orbignyi,Taeniotes orbignyi,Cerambycidae,Lamiinae,Taeniotes,orbignyi,,NT,BR,Brazil,Amazonas,,1910,Dorsal
1126,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1126.jpg,Taeniotes scalaris,Taeniotes scalaris,Cerambycidae,Lamiinae,Taeniotes,scalaris,,NT,PE,Peru,Chanchamayo ,,,Dorsal
1127,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1127.jpg,Taeniotes scalaris,Taeniotes scalaris,Cerambycidae,Lamiinae,Taeniotes,scalaris,,NT,PE,Peru,Chanchamayo ,,,Dorsal
1128,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1128.jpg,Taeniotes scalaris,Taeniotes scalaris,Cerambycidae,Lamiinae,Taeniotes,scalaris,,NT,PE,Peru,Chanchamayo ,,,Lateral
1129,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1129.jpg,Thylactus insignis,Thylactus insignis,Cerambycidae,Lamiinae,Thylactus,insignis,,AT,CD,"Congo, The Democratic Republic of the",,Luluabourg (=Kananga),,Dorsal
1130,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1130.jpg,Thylactus insignis,Thylactus insignis,Cerambycidae,Lamiinae,Thylactus,insignis,,AT,CD,"Congo, The Democratic Republic of the",,Luluabourg (=Kananga),,Lateral
1131,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1131.jpg,Thylactus simulans,Thylactus simulans,Cerambycidae,Lamiinae,Thylactus,simulans,,OL,VN,Vietnam,Annam,Quang Tri ,,Dorsal
1132,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1132.jpg,Thylactus zuberhofferi,Thylactus zuberhofferi,Cerambycidae,Lamiinae,Thylactus,zuberhofferi,,AT,CM,Cameroon,,Dibongo (Sanaga River),,Dorsal
1133,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1133.jpg,Trachysomus dromedarius,Trachysomus dromedarius,Cerambycidae,Lamiinae,Trachysomus,dromedarius,,NT,BR,Brazil,,,,Lateral
1134,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1134.jpg,Trachysomus dromedarius,Trachysomus dromedarius,Cerambycidae,Lamiinae,Trachysomus,dromedarius,,NT,BR,Brazil,,,,Dorsal
1135,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1135.jpg,Trachysomus dromedarius,Trachysomus dromedarius,Cerambycidae,Lamiinae,Trachysomus,dromedarius,,NT,BR,Brazil,,,,Frontal
1136,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1136.jpg,Trachystola granulata,Trachystola granulata,Cerambycidae,Lamiinae,Trachystola,granulata,,OL,ID,Indonesia,Borneo,,1897,Dorsal
1137,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1137.jpg,Trachystolodes bimaculatus,Trachystolodes bimaculatus,Cerambycidae,Lamiinae,Trachystolodes,bimaculatus,,OL,VN,Vietnam,Lào Cai ,,,Dorsal
1138,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1138.jpg,Tragocephala berchmanni,Tragocephala berchmanni,Cerambycidae,Lamiinae,Tragocephala,berchmanni,,AT,CF,Central African Republic,Haute-Sangha ,Carnot,,Dorsal
1139,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1139.jpg,Tragocephala brutellii,Tragocephala brutellii,Cerambycidae,Lamiinae,Tragocephala,brutellii,,AT,GA,Gabon,Bas-Ogooué ,,,Dorsal
1140,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1140.jpg,Tragocephala ducalis,Tragocephala ducalis,Cerambycidae,Lamiinae,Tragocephala,ducalis,,AT,ZA,South Africa,Natal ,,,Dorsal
